((13250, 13303), 44.44444444444444)
((13621, 13674), 40.74074074074074)
((13833, 13886), 40.74074074074074)
((14363, 14416), 40.74074074074074)
((14469, 14522), 42.592592592592595)
((14681, 14734), 38.888888888888886)
((14734, 14787), 44.44444444444444)
((14787, 14840), 40.74074074074074)
((14946, 14999), 44.44444444444444)
((14999, 15052), 38.888888888888886)
((15052, 15105), 38.888888888888886)
((15105, 15158), 42.592592592592595)
((15158, 15211), 42.592592592592595)
((15264, 15317), 46.2962962962963)
((15423, 15476), 38.888888888888886)
((15847, 15900), 44.44444444444444)
((16006, 16059), 40.74074074074074)
((16642, 16695), 38.888888888888886)
((16801, 16854), 38.888888888888886)
((17702, 17755), 40.74074074074074)
((19663, 19716), 38.888888888888886)
((19716, 19769), 38.888888888888886)
((19822, 19875), 40.74074074074074)
((23426, 23479), 40.74074074074074)
((25069, 25122), 38.888888888888886)
((25864, 25917), 38.888888888888886)
((26500, 26553), 40.74074074074074)
((26553, 26606), 38.888888888888886)
((27348, 27401), 38.888888888888886)
((27454, 27507), 44.44444444444444)
((27507, 27560), 38.888888888888886)
((29521, 29574), 40.74074074074074)
((30316, 30369), 42.592592592592595)
((30899, 30952), 38.888888888888886)
((31058, 31111), 42.592592592592595)
((35616, 35669), 38.888888888888886)
((35669, 35722), 38.888888888888886)
((35775, 35828), 40.74074074074074)
((36411, 36464), 38.888888888888886)
((36570, 36623), 44.44444444444444)
((37312, 37365), 42.592592592592595)
((38478, 38531), 38.888888888888886)
((39803, 39856), 38.888888888888886)
((40651, 40704), 38.888888888888886)
((40916, 40969), 38.888888888888886)
((41764, 41817), 38.888888888888886)
((42241, 42294), 48.148148148148145)
((42294, 42347), 44.44444444444444)
((42400, 42453), 42.592592592592595)
((42506, 42559), 38.888888888888886)
((42718, 42771), 51.851851851851855)
((42771, 42824), 44.44444444444444)
((42824, 42877), 46.2962962962963)
((42930, 42983), 40.74074074074074)
((42983, 43036), 40.74074074074074)
((43142, 43195), 38.888888888888886)
((43195, 43248), 44.44444444444444)
((43248, 43301), 38.888888888888886)
((43354, 43407), 42.592592592592595)
((43460, 43513), 38.888888888888886)
((43513, 43566), 38.888888888888886)
((43566, 43619), 44.44444444444444)
((43619, 43672), 46.2962962962963)
((43672, 43725), 50.0)
((45103, 45156), 40.74074074074074)
((45315, 45368), 38.888888888888886)
((45474, 45527), 38.888888888888886)
((45792, 45845), 40.74074074074074)
((46057, 46110), 40.74074074074074)
((46163, 46216), 46.2962962962963)
((46216, 46269), 42.592592592592595)
((46269, 46322), 44.44444444444444)
((46322, 46375), 42.592592592592595)
((46375, 46428), 53.7037037037037)
((46428, 46481), 48.148148148148145)
((46534, 46587), 38.888888888888886)
((46587, 46640), 38.888888888888886)
((46640, 46693), 40.74074074074074)
((46693, 46746), 38.888888888888886)
((46746, 46799), 51.851851851851855)
((47541, 47594), 44.44444444444444)
((49608, 49661), 42.592592592592595)
((49661, 49714), 40.74074074074074)
((50562, 50615), 40.74074074074074)
((50721, 50774), 38.888888888888886)
((51622, 51675), 38.888888888888886)
((52841, 52894), 40.74074074074074)
((53159, 53212), 44.44444444444444)
((53371, 53424), 40.74074074074074)
((53477, 53530), 40.74074074074074)
((53636, 53689), 38.888888888888886)
((53689, 53742), 46.2962962962963)
((53795, 53848), 38.888888888888886)
((55173, 55226), 38.888888888888886)
((55385, 55438), 38.888888888888886)
((55862, 55915), 40.74074074074074)
((55915, 55968), 42.592592592592595)
((56233, 56286), 40.74074074074074)
((56498, 56551), 38.888888888888886)
((57399, 57452), 44.44444444444444)
((57505, 57558), 38.888888888888886)
((57558, 57611), 48.148148148148145)
((57611, 57664), 44.44444444444444)
((57664, 57717), 53.7037037037037)
((57823, 57876), 38.888888888888886)
((57929, 57982), 38.888888888888886)
((57982, 58035), 44.44444444444444)
((58300, 58353), 51.851851851851855)
((58353, 58406), 44.44444444444444)
((58830, 58883), 40.74074074074074)
((58989, 59042), 40.74074074074074)
((59095, 59148), 42.592592592592595)
((59784, 59837), 42.592592592592595)
((59837, 59890), 40.74074074074074)
((60420, 60473), 38.888888888888886)
((60844, 60897), 38.888888888888886)
((61268, 61321), 38.888888888888886)
((62858, 62911), 46.2962962962963)
((63441, 63494), 38.888888888888886)
((64766, 64819), 48.148148148148145)
((65455, 65508), 38.888888888888886)
((66621, 66674), 38.888888888888886)
((67257, 67310), 38.888888888888886)
((67416, 67469), 48.148148148148145)
((68105, 68158), 38.888888888888886)
((68158, 68211), 40.74074074074074)
((68264, 68317), 44.44444444444444)
((69165, 69218), 38.888888888888886)
((69695, 69748), 38.888888888888886)
((70490, 70543), 44.44444444444444)
((70543, 70596), 44.44444444444444)
((70596, 70649), 48.148148148148145)
((70649, 70702), 50.0)
((70702, 70755), 42.592592592592595)
((70755, 70808), 46.2962962962963)
((71656, 71709), 42.592592592592595)
((71709, 71762), 48.148148148148145)
((71868, 71921), 40.74074074074074)
((72133, 72186), 40.74074074074074)
((72239, 72292), 38.888888888888886)
((72451, 72504), 46.2962962962963)
((72504, 72557), 42.592592592592595)
((72557, 72610), 38.888888888888886)
((72610, 72663), 38.888888888888886)
((72663, 72716), 38.888888888888886)
((72716, 72769), 42.592592592592595)
((72769, 72822), 46.2962962962963)
((73140, 73193), 38.888888888888886)
((73193, 73246), 40.74074074074074)
((73352, 73405), 38.888888888888886)
((73564, 73617), 38.888888888888886)
((74200, 74253), 44.44444444444444)
((74253, 74306), 40.74074074074074)
((74624, 74677), 48.148148148148145)
((74677, 74730), 38.888888888888886)
((74730, 74783), 46.2962962962963)
((74995, 75048), 38.888888888888886)
((75949, 76002), 38.888888888888886)
((76214, 76267), 40.74074074074074)
((76479, 76532), 38.888888888888886)
((76850, 76903), 38.888888888888886)
((77327, 77380), 40.74074074074074)
((77380, 77433), 40.74074074074074)
((77645, 77698), 38.888888888888886)
((77857, 77910), 46.2962962962963)
((77910, 77963), 42.592592592592595)
((77963, 78016), 42.592592592592595)
((78175, 78228), 44.44444444444444)
((78599, 78652), 40.74074074074074)
((79023, 79076), 38.888888888888886)
((79288, 79341), 44.44444444444444)
((79341, 79394), 38.888888888888886)
((79606, 79659), 44.44444444444444)
((79977, 80030), 44.44444444444444)
((81249, 81302), 38.888888888888886)
((81355, 81408), 40.74074074074074)
((82309, 82362), 38.888888888888886)
((82415, 82468), 42.592592592592595)
((82521, 82574), 38.888888888888886)
((82892, 82945), 42.592592592592595)
((83104, 83157), 38.888888888888886)
((83263, 83316), 46.2962962962963)
((83316, 83369), 40.74074074074074)
((84058, 84111), 48.148148148148145)
((84164, 84217), 40.74074074074074)
((84217, 84270), 40.74074074074074)
((84906, 84959), 38.888888888888886)
((84959, 85012), 38.888888888888886)
((85065, 85118), 53.7037037037037)
((85171, 85224), 50.0)
((85224, 85277), 40.74074074074074)
((85542, 85595), 48.148148148148145)
((85966, 86019), 38.888888888888886)
((86019, 86072), 38.888888888888886)
((86072, 86125), 38.888888888888886)
((86867, 86920), 40.74074074074074)
((86920, 86973), 44.44444444444444)
((86973, 87026), 50.0)
((87185, 87238), 42.592592592592595)
((87291, 87344), 50.0)
((87503, 87556), 38.888888888888886)
((87609, 87662), 42.592592592592595)
((87662, 87715), 48.148148148148145)
((87715, 87768), 42.592592592592595)
((88245, 88298), 38.888888888888886)
((88351, 88404), 40.74074074074074)
((88616, 88669), 46.2962962962963)
((89570, 89623), 46.2962962962963)
((90312, 90365), 38.888888888888886)
((90471, 90524), 38.888888888888886)
((90736, 90789), 40.74074074074074)
((90789, 90842), 42.592592592592595)
((90842, 90895), 42.592592592592595)
((91054, 91107), 48.148148148148145)
((91213, 91266), 44.44444444444444)
((91266, 91319), 40.74074074074074)
((91319, 91372), 46.2962962962963)
((91372, 91425), 42.592592592592595)
((91478, 91531), 42.592592592592595)
((91531, 91584), 38.888888888888886)
((91690, 91743), 38.888888888888886)
((91849, 91902), 50.0)
((92061, 92114), 38.888888888888886)
((92114, 92167), 40.74074074074074)
((92167, 92220), 40.74074074074074)
((92220, 92273), 46.2962962962963)
((92273, 92326), 42.592592592592595)
((92379, 92432), 40.74074074074074)
((92432, 92485), 46.2962962962963)
((92485, 92538), 53.7037037037037)
((92538, 92591), 53.7037037037037)
((92591, 92644), 50.0)
((92697, 92750), 38.888888888888886)
((92803, 92856), 38.888888888888886)
((92909, 92962), 44.44444444444444)
((92962, 93015), 51.851851851851855)
((93015, 93068), 40.74074074074074)
((93068, 93121), 50.0)
((93121, 93174), 50.0)
((93174, 93227), 51.851851851851855)
((93227, 93280), 48.148148148148145)
((93333, 93386), 48.148148148148145)
((93386, 93439), 55.55555555555556)
((93439, 93492), 48.148148148148145)
((93492, 93545), 70.37037037037037)
((93545, 93598), 38.888888888888886)
((93598, 93651), 53.7037037037037)
((93651, 93704), 42.592592592592595)
((93704, 93757), 38.888888888888886)
((93810, 93863), 40.74074074074074)
((93969, 94022), 38.888888888888886)
((94287, 94340), 40.74074074074074)
((94658, 94711), 46.2962962962963)
((94711, 94764), 46.2962962962963)
((94764, 94817), 38.888888888888886)
((94870, 94923), 42.592592592592595)
((95029, 95082), 38.888888888888886)
((95347, 95400), 48.148148148148145)
((95400, 95453), 42.592592592592595)
((95559, 95612), 46.2962962962963)
((95612, 95665), 38.888888888888886)
((95718, 95771), 42.592592592592595)
((96195, 96248), 40.74074074074074)
((96354, 96407), 38.888888888888886)
((96725, 96778), 44.44444444444444)
((96937, 96990), 40.74074074074074)
((97626, 97679), 40.74074074074074)
((97679, 97732), 38.888888888888886)
((97732, 97785), 38.888888888888886)
((97785, 97838), 38.888888888888886)
((97891, 97944), 46.2962962962963)
((98474, 98527), 38.888888888888886)
((99163, 99216), 40.74074074074074)
((99269, 99322), 40.74074074074074)
((99375, 99428), 40.74074074074074)
((99587, 99640), 44.44444444444444)
((99640, 99693), 44.44444444444444)
((99693, 99746), 42.592592592592595)
((99799, 99852), 42.592592592592595)
((99905, 99958), 40.74074074074074)
((100223, 100276), 48.148148148148145)
((100435, 100488), 40.74074074074074)
((100488, 100541), 46.2962962962963)
((100594, 100647), 40.74074074074074)
((101336, 101389), 42.592592592592595)
((101389, 101442), 40.74074074074074)
((101442, 101495), 48.148148148148145)
((101495, 101548), 42.592592592592595)
((101548, 101601), 42.592592592592595)
((101601, 101654), 42.592592592592595)
((101654, 101707), 44.44444444444444)
((101707, 101760), 59.25925925925926)
((101813, 101866), 42.592592592592595)
((101866, 101919), 38.888888888888886)
((101972, 102025), 40.74074074074074)
((102025, 102078), 42.592592592592595)
((102078, 102131), 42.592592592592595)
((102184, 102237), 42.592592592592595)
((102237, 102290), 40.74074074074074)
((102343, 102396), 42.592592592592595)
((102396, 102449), 40.74074074074074)
((102449, 102502), 38.888888888888886)
((102608, 102661), 46.2962962962963)
((102714, 102767), 38.888888888888886)
((102767, 102820), 42.592592592592595)
((102820, 102873), 46.2962962962963)
((102873, 102926), 44.44444444444444)
((102926, 102979), 40.74074074074074)
((103032, 103085), 40.74074074074074)
((103191, 103244), 40.74074074074074)
((103244, 103297), 42.592592592592595)
((103880, 103933), 44.44444444444444)
((103933, 103986), 38.888888888888886)
((104092, 104145), 38.888888888888886)
((104145, 104198), 38.888888888888886)
((104198, 104251), 40.74074074074074)
((104410, 104463), 40.74074074074074)
((104463, 104516), 48.148148148148145)
((104569, 104622), 42.592592592592595)
((104887, 104940), 38.888888888888886)
((105576, 105629), 38.888888888888886)
((105629, 105682), 38.888888888888886)
((105841, 105894), 38.888888888888886)
((105947, 106000), 44.44444444444444)
((106689, 106742), 38.888888888888886)
((107378, 107431), 40.74074074074074)
((107484, 107537), 46.2962962962963)
((107537, 107590), 46.2962962962963)
((109816, 109869), 42.592592592592595)
((110505, 110558), 40.74074074074074)
((110929, 110982), 38.888888888888886)
((111565, 111618), 38.888888888888886)
((111618, 111671), 53.7037037037037)
((111671, 111724), 50.0)
((113367, 113420), 46.2962962962963)
((113420, 113473), 38.888888888888886)
((113844, 113897), 40.74074074074074)
((114268, 114321), 44.44444444444444)
((115063, 115116), 38.888888888888886)
((116388, 116441), 38.888888888888886)
((117024, 117077), 44.44444444444444)
((117077, 117130), 40.74074074074074)
((117130, 117183), 42.592592592592595)
((117183, 117236), 50.0)
((117236, 117289), 48.148148148148145)
((117289, 117342), 38.888888888888886)
((117448, 117501), 42.592592592592595)
((117501, 117554), 38.888888888888886)
((117554, 117607), 38.888888888888886)
((117660, 117713), 46.2962962962963)
((117713, 117766), 46.2962962962963)
((117766, 117819), 40.74074074074074)
((117872, 117925), 46.2962962962963)
((117978, 118031), 48.148148148148145)
((118243, 118296), 42.592592592592595)
((119197, 119250), 38.888888888888886)
((119674, 119727), 40.74074074074074)
((119886, 119939), 38.888888888888886)
((120045, 120098), 55.55555555555556)
((120098, 120151), 48.148148148148145)
((120204, 120257), 42.592592592592595)
((120469, 120522), 38.888888888888886)
((120575, 120628), 40.74074074074074)
((121105, 121158), 44.44444444444444)
((122218, 122271), 38.888888888888886)
((122801, 122854), 38.888888888888886)
((123278, 123331), 40.74074074074074)
((123755, 123808), 40.74074074074074)
((125663, 125716), 40.74074074074074)
((125875, 125928), 38.888888888888886)
((126352, 126405), 40.74074074074074)
((127094, 127147), 51.851851851851855)
((128631, 128684), 38.888888888888886)
((128737, 128790), 46.2962962962963)
((129055, 129108), 42.592592592592595)
((129161, 129214), 38.888888888888886)
((129850, 129903), 38.888888888888886)
((129903, 129956), 38.888888888888886)
((130274, 130327), 38.888888888888886)
((130433, 130486), 42.592592592592595)
((130486, 130539), 40.74074074074074)
((131281, 131334), 38.888888888888886)
((131493, 131546), 46.2962962962963)
((131546, 131599), 38.888888888888886)
((131599, 131652), 46.2962962962963)
((132659, 132712), 40.74074074074074)
((132977, 133030), 44.44444444444444)
((133295, 133348), 42.592592592592595)
((133666, 133719), 42.592592592592595)
((134143, 134196), 50.0)
((134196, 134249), 38.888888888888886)
((134355, 134408), 38.888888888888886)
((134673, 134726), 38.888888888888886)
((134938, 134991), 38.888888888888886)
((135362, 135415), 38.888888888888886)
((135680, 135733), 44.44444444444444)
((135733, 135786), 38.888888888888886)
((135786, 135839), 40.74074074074074)
((135839, 135892), 40.74074074074074)
((135945, 135998), 38.888888888888886)
((135998, 136051), 42.592592592592595)
((136528, 136581), 40.74074074074074)
((136687, 136740), 40.74074074074074)
((136793, 136846), 46.2962962962963)
((136899, 136952), 40.74074074074074)
((137376, 137429), 40.74074074074074)
((137694, 137747), 40.74074074074074)
((137747, 137800), 40.74074074074074)
((137800, 137853), 50.0)
((137906, 137959), 40.74074074074074)
((137959, 138012), 46.2962962962963)
((138118, 138171), 38.888888888888886)
((138277, 138330), 38.888888888888886)
((139920, 139973), 38.888888888888886)
((139973, 140026), 38.888888888888886)
((140238, 140291), 46.2962962962963)
((140291, 140344), 40.74074074074074)
((140503, 140556), 38.888888888888886)
((140609, 140662), 38.888888888888886)
((140715, 140768), 44.44444444444444)
((140980, 141033), 40.74074074074074)
((141139, 141192), 55.55555555555556)
((141192, 141245), 53.7037037037037)
((141245, 141298), 38.888888888888886)
((141775, 141828), 42.592592592592595)
((141828, 141881), 40.74074074074074)
((141881, 141934), 42.592592592592595)
((141934, 141987), 38.888888888888886)
((141987, 142040), 38.888888888888886)
((142093, 142146), 46.2962962962963)
((142941, 142994), 46.2962962962963)
((143100, 143153), 38.888888888888886)
((143418, 143471), 50.0)
((144372, 144425), 40.74074074074074)
((144955, 145008), 42.592592592592595)
((145061, 145114), 38.888888888888886)
((145114, 145167), 38.888888888888886)
((145220, 145273), 38.888888888888886)
((145697, 145750), 42.592592592592595)
((146121, 146174), 44.44444444444444)
((146280, 146333), 46.2962962962963)
((146333, 146386), 38.888888888888886)
((146545, 146598), 42.592592592592595)
((146757, 146810), 38.888888888888886)
((147234, 147287), 38.888888888888886)
((147870, 147923), 38.888888888888886)
((148347, 148400), 55.55555555555556)
((149460, 149513), 38.888888888888886)
((149619, 149672), 40.74074074074074)
((150043, 150096), 38.888888888888886)
((150202, 150255), 42.592592592592595)
((150414, 150467), 42.592592592592595)
((150626, 150679), 38.888888888888886)
((150732, 150785), 40.74074074074074)
((151156, 151209), 42.592592592592595)
((151209, 151262), 51.851851851851855)
((151474, 151527), 40.74074074074074)
((152534, 152587), 42.592592592592595)
((152799, 152852), 38.888888888888886)
((152852, 152905), 46.2962962962963)
((152905, 152958), 48.148148148148145)
((153011, 153064), 40.74074074074074)
((153170, 153223), 46.2962962962963)
((153223, 153276), 44.44444444444444)
((153594, 153647), 50.0)
((153700, 153753), 38.888888888888886)
((153806, 153859), 42.592592592592595)
((153859, 153912), 44.44444444444444)
((154336, 154389), 42.592592592592595)
((154389, 154442), 40.74074074074074)
((154442, 154495), 38.888888888888886)
((154495, 154548), 42.592592592592595)
((154548, 154601), 50.0)
((154601, 154654), 38.888888888888886)
((154707, 154760), 38.888888888888886)
((154866, 154919), 38.888888888888886)
((155131, 155184), 40.74074074074074)
((155237, 155290), 38.888888888888886)
((155396, 155449), 38.888888888888886)
((155979, 156032), 48.148148148148145)
((156032, 156085), 40.74074074074074)
((156085, 156138), 40.74074074074074)
((156191, 156244), 40.74074074074074)
((156297, 156350), 38.888888888888886)
((156456, 156509), 38.888888888888886)
((156615, 156668), 42.592592592592595)
((156774, 156827), 38.888888888888886)
((156827, 156880), 38.888888888888886)
((156880, 156933), 42.592592592592595)
((156986, 157039), 38.888888888888886)
((157092, 157145), 38.888888888888886)
((157198, 157251), 38.888888888888886)
((157781, 157834), 40.74074074074074)
((157940, 157993), 38.888888888888886)
((158629, 158682), 40.74074074074074)
((158841, 158894), 46.2962962962963)
((158894, 158947), 42.592592592592595)
((159159, 159212), 40.74074074074074)
((159265, 159318), 42.592592592592595)
((159318, 159371), 46.2962962962963)
((159742, 159795), 38.888888888888886)
((160590, 160643), 40.74074074074074)
((160802, 160855), 42.592592592592595)
((160908, 160961), 44.44444444444444)
((161173, 161226), 44.44444444444444)
((161438, 161491), 46.2962962962963)
((162021, 162074), 44.44444444444444)
((162233, 162286), 46.2962962962963)
((162816, 162869), 40.74074074074074)
((162922, 162975), 48.148148148148145)
((163452, 163505), 38.888888888888886)
((164194, 164247), 40.74074074074074)
((164459, 164512), 40.74074074074074)
((164777, 164830), 38.888888888888886)
((164830, 164883), 50.0)
((164989, 165042), 44.44444444444444)
((165042, 165095), 40.74074074074074)
((165307, 165360), 40.74074074074074)
((165678, 165731), 42.592592592592595)
((165837, 165890), 42.592592592592595)
((165890, 165943), 38.888888888888886)
((166049, 166102), 44.44444444444444)
((166261, 166314), 40.74074074074074)
((166579, 166632), 38.888888888888886)
((166897, 166950), 42.592592592592595)
((167268, 167321), 40.74074074074074)
((167904, 167957), 44.44444444444444)
((168010, 168063), 38.888888888888886)
((168328, 168381), 38.888888888888886)
((168381, 168434), 40.74074074074074)
((168434, 168487), 48.148148148148145)
((168487, 168540), 40.74074074074074)
((169282, 169335), 44.44444444444444)
((169547, 169600), 51.851851851851855)
((169653, 169706), 48.148148148148145)
((169706, 169759), 42.592592592592595)
((169759, 169812), 38.888888888888886)
((169812, 169865), 44.44444444444444)
((169865, 169918), 42.592592592592595)
((169918, 169971), 40.74074074074074)
((169971, 170024), 46.2962962962963)
((170077, 170130), 40.74074074074074)
((170236, 170289), 44.44444444444444)
((170289, 170342), 44.44444444444444)
((170448, 170501), 38.888888888888886)
((170501, 170554), 38.888888888888886)
((170607, 170660), 42.592592592592595)
((170660, 170713), 44.44444444444444)
((170978, 171031), 46.2962962962963)
((171031, 171084), 66.66666666666666)
((171402, 171455), 38.888888888888886)
((172038, 172091), 40.74074074074074)
((172515, 172568), 44.44444444444444)
((172568, 172621), 40.74074074074074)
((172621, 172674), 42.592592592592595)
((173098, 173151), 38.888888888888886)
((173416, 173469), 40.74074074074074)
((173469, 173522), 40.74074074074074)
((173893, 173946), 40.74074074074074)
((174211, 174264), 48.148148148148145)
((174953, 175006), 38.888888888888886)
((175324, 175377), 44.44444444444444)
((175377, 175430), 42.592592592592595)
((175430, 175483), 51.851851851851855)
((175483, 175536), 46.2962962962963)
((175536, 175589), 42.592592592592595)
((176331, 176384), 38.888888888888886)
((176543, 176596), 44.44444444444444)
((177073, 177126), 40.74074074074074)
((177232, 177285), 38.888888888888886)
((177974, 178027), 42.592592592592595)
((178504, 178557), 40.74074074074074)
((178557, 178610), 50.0)
((178610, 178663), 38.888888888888886)
((178981, 179034), 38.888888888888886)
((179511, 179564), 50.0)
((179564, 179617), 44.44444444444444)
((179617, 179670), 50.0)
((179670, 179723), 50.0)
((179776, 179829), 42.592592592592595)
((181101, 181154), 42.592592592592595)
((181154, 181207), 40.74074074074074)
((181366, 181419), 38.888888888888886)
((181419, 181472), 40.74074074074074)
((181472, 181525), 57.407407407407405)
((181525, 181578), 40.74074074074074)
((181684, 181737), 40.74074074074074)
((181896, 181949), 42.592592592592595)
((182320, 182373), 40.74074074074074)
((182426, 182479), 44.44444444444444)
((182532, 182585), 40.74074074074074)
((182744, 182797), 38.888888888888886)
((183857, 183910), 40.74074074074074)
((184016, 184069), 40.74074074074074)
((184175, 184228), 44.44444444444444)
((185394, 185447), 40.74074074074074)
((185977, 186030), 42.592592592592595)
((186931, 186984), 44.44444444444444)
((187143, 187196), 38.888888888888886)
((187196, 187249), 38.888888888888886)
((187779, 187832), 42.592592592592595)
((188309, 188362), 38.888888888888886)
((188362, 188415), 44.44444444444444)
((188892, 188945), 42.592592592592595)
((189740, 189793), 40.74074074074074)
((189793, 189846), 48.148148148148145)
((189846, 189899), 42.592592592592595)
((189899, 189952), 53.7037037037037)
((191542, 191595), 42.592592592592595)
((191595, 191648), 42.592592592592595)
((191966, 192019), 44.44444444444444)
((192072, 192125), 40.74074074074074)
((192549, 192602), 40.74074074074074)
((192602, 192655), 40.74074074074074)
((192655, 192708), 40.74074074074074)
((192761, 192814), 38.888888888888886)
((192973, 193026), 40.74074074074074)
((193185, 193238), 51.851851851851855)
((193238, 193291), 50.0)
((193291, 193344), 46.2962962962963)
((193344, 193397), 44.44444444444444)
((193397, 193450), 57.407407407407405)
((193503, 193556), 40.74074074074074)
((193556, 193609), 50.0)
((193662, 193715), 40.74074074074074)
((193927, 193980), 46.2962962962963)
((193980, 194033), 38.888888888888886)
((194086, 194139), 42.592592592592595)
((194139, 194192), 38.888888888888886)
((194351, 194404), 40.74074074074074)
((194510, 194563), 38.888888888888886)
((194616, 194669), 46.2962962962963)
((194722, 194775), 40.74074074074074)
((194934, 194987), 42.592592592592595)
((194987, 195040), 42.592592592592595)
((195040, 195093), 38.888888888888886)
((195093, 195146), 40.74074074074074)
((195146, 195199), 42.592592592592595)
((195199, 195252), 46.2962962962963)
((195305, 195358), 38.888888888888886)
((195676, 195729), 50.0)
((195782, 195835), 38.888888888888886)
((195941, 195994), 38.888888888888886)
((195994, 196047), 38.888888888888886)
((196312, 196365), 46.2962962962963)
((196630, 196683), 38.888888888888886)
((197054, 197107), 38.888888888888886)
((197160, 197213), 38.888888888888886)
((198167, 198220), 46.2962962962963)
((198220, 198273), 38.888888888888886)
((198273, 198326), 38.888888888888886)
((199015, 199068), 42.592592592592595)
((199068, 199121), 42.592592592592595)
((199121, 199174), 51.851851851851855)
((199386, 199439), 40.74074074074074)
((199492, 199545), 38.888888888888886)
((200287, 200340), 38.888888888888886)
((200552, 200605), 38.888888888888886)
((200711, 200764), 40.74074074074074)
((200817, 200870), 40.74074074074074)
((201082, 201135), 42.592592592592595)
((201506, 201559), 38.888888888888886)
((201665, 201718), 42.592592592592595)
((201877, 201930), 40.74074074074074)
((202195, 202248), 38.888888888888886)
((202248, 202301), 40.74074074074074)
((202301, 202354), 38.888888888888886)
((202354, 202407), 42.592592592592595)
((202407, 202460), 40.74074074074074)
((202566, 202619), 38.888888888888886)
((202672, 202725), 42.592592592592595)
((202725, 202778), 40.74074074074074)
((203043, 203096), 40.74074074074074)
((203096, 203149), 38.888888888888886)
((203255, 203308), 38.888888888888886)
((203573, 203626), 40.74074074074074)
((203997, 204050), 40.74074074074074)
((204156, 204209), 51.851851851851855)
((204792, 204845), 40.74074074074074)
((204898, 204951), 38.888888888888886)
((205322, 205375), 44.44444444444444)
((205746, 205799), 42.592592592592595)
((206064, 206117), 44.44444444444444)
((206276, 206329), 40.74074074074074)
((206329, 206382), 40.74074074074074)
((207018, 207071), 40.74074074074074)
((207177, 207230), 38.888888888888886)
((207548, 207601), 40.74074074074074)
((207813, 207866), 44.44444444444444)
((207866, 207919), 40.74074074074074)
((208184, 208237), 38.888888888888886)
((208290, 208343), 42.592592592592595)
((208502, 208555), 42.592592592592595)
((208555, 208608), 48.148148148148145)
((208767, 208820), 42.592592592592595)
((208979, 209032), 40.74074074074074)
((209085, 209138), 42.592592592592595)
((209138, 209191), 40.74074074074074)
((209191, 209244), 38.888888888888886)
((209350, 209403), 44.44444444444444)
((209403, 209456), 38.888888888888886)
((209456, 209509), 38.888888888888886)
((209615, 209668), 46.2962962962963)
((209668, 209721), 46.2962962962963)
((209721, 209774), 38.888888888888886)
((209774, 209827), 44.44444444444444)
((209827, 209880), 42.592592592592595)
((209880, 209933), 38.888888888888886)
((210092, 210145), 50.0)
((210198, 210251), 40.74074074074074)
((210781, 210834), 38.888888888888886)
((210834, 210887), 40.74074074074074)
((210993, 211046), 46.2962962962963)
((211629, 211682), 40.74074074074074)
((211894, 211947), 51.851851851851855)
((211947, 212000), 53.7037037037037)
((212000, 212053), 50.0)
((212053, 212106), 57.407407407407405)
((212106, 212159), 40.74074074074074)
((212636, 212689), 40.74074074074074)
((213219, 213272), 50.0)
((214385, 214438), 38.888888888888886)
((214491, 214544), 38.888888888888886)
((214650, 214703), 42.592592592592595)
